6	Down by Law (1986)
655	French Kiss (1995)
152	Amadeus (1984)
173	McHale's Navy (1997)
151	Usual Suspects, The (1995)
450	Forrest Gump (1994)
352	Strange Days (1995)
179	Wedding Singer, The (1998)
59	Day the Earth Stood Still, The (1951)
279	Lion King, The (1994)
712	When a Man Loves a Woman (1994)
663	Shawshank Redemption, The (1994)
373	Wizard of Oz, The (1939)
276	Dazed and Confused (1993)
429	Seven (Se7en) (1995)
437	Lawrence of Arabia (1962)
551	Devil's Own, The (1997)
351	In & Out (1997)
764	Before and After (1996)
618	Sneakers (1992)
881	Under Siege (1992)
893	Empire Strikes Back, The (1980)
99	Feeling Minnesota (1996)
106	Forrest Gump (1994)
454	Volcano (1997)
940	Good Will Hunting (1997)
334	Nightmare Before Christmas, The (1993)
84	Independence Day (ID4) (1996)
499	Some Like It Hot (1959)
296	Three Colors: White (1994)
943	Quiz Show (1994)
900	Nixon (1995)
674	Phenomenon (1996)
843	Seven Years in Tibet (1997)
715	Father of the Bride Part II (1995)
425	Eraser (1996)
201	Godfather: Part II, The (1974)
114	Indiana Jones and the Last Crusade (1989)
854	Diva (1981)
506	Fifth Element, The (1997)
393	Apt Pupil (1998)
846	Bullets Over Broadway (1994)
567	Escape from New York (1981)
256	Crossing Guard, The (1995)
654	Truth About Cats & Dogs, The (1996)
703	Liar Liar (1997)
705	Sense and Sensibility (1995)
85	Raising Arizona (1987)
911	Harold and Maude (1971)
280	Outbreak (1995)
487	Apollo 13 (1995)
795	Secret Adventures of Tom Thumb, The (1993)
144	Contact (1997)
943	True Lies (1994)
276	Field of Dreams (1989)
264	Paris Is Burning (1990)
889	Boot, Das (1981)
312	Cyrano de Bergerac (1990)
154	Groundhog Day (1993)
57	Down Periscope (1996)
781	Contact (1997)
928	Chasing Amy (1997)
694	Ninotchka (1939)
655	Apartment, The (1960)
653	Under Siege 2: Dark Territory (1995)
880	Sword in the Stone, The (1963)
638	Star Wars (1977)
90	Remains of the Day, The (1993)
630	Fathers' Day (1997)
102	Demolition Man (1993)
13	Blue Angel, The (Blaue Engel, Der) (1930)
299	Blues Brothers, The (1980)
303	Godfather: Part II, The (1974)
514	Field of Dreams (1989)
567	It Happened One Night (1934)
577	Carrie (1976)
276	Until the End of the World (Bis ans Ende der Welt) (1991)
437	Raiders of the Lost Ark (1981)
154	Blade Runner (1982)
178	Bastard Out of Carolina (1996)
788	River Wild, The (1994)
660	Mars Attacks! (1996)
715	Aladdin (1992)
487	Star Trek VI: The Undiscovered Country (1991)
378	Glengarry Glen Ross (1992)
398	Sabrina (1995)
707	Mighty Aphrodite (1995)
181	River Wild, The (1994)
373	M*A*S*H (1970)
423	White Squall (1996)
860	Tin Men (1987)
205	Contact (1997)
234	Madness of King George, The (1994)
297	Apollo 13 (1995)
53	Bloodsport 2 (1995)
435	M. Butterfly (1993)
883	Blade Runner (1982)
294	Phantom, The (1996)
919	Kiss the Girls (1997)
458	She's the One (1996)
846	20,000 Leagues Under the Sea (1954)
450	Jungle Book, The (1994)
620	Mr. Holland's Opus (1995)
911	Butch Cassidy and the Sundance Kid (1969)
606	Santa Clause, The (1994)
698	My Man Godfrey (1936)
919	Leaving Las Vegas (1995)
378	Pocahontas (1995)
896	Monty Python's Life of Brian (1979)
795	Aladdin (1992)
546	Candyman (1992)
11	Threesome (1994)
921	Courage Under Fire (1996)
257	Shine (1996)
763	Get Shorty (1995)
239	Postino, Il (1994)
121	Thousand Acres, A (1997)
802	Body Snatchers (1993)
222	Blue Chips (1994)
487	Pinocchio (1940)
846	Cook the Thief His Wife & Her Lover, The (1989)
892	Local Hero (1983)
894	Dark City (1998)
748	Blues Brothers, The (1980)
798	Mother (1996)
932	Terminator 2: Judgment Day (1991)
666	Birdcage, The (1996)
601	Nightmare Before Christmas, The (1993)
303	Death and the Maiden (1994)
938	Vegas Vacation (1997)
553	Godfather: Part II, The (1974)
342	Clueless (1995)
379	Perfect World, A (1993)
374	Return of the Jedi (1983)
303	Austin Powers: International Man of Mystery (1997)
435	Abyss, The (1989)
862	Volcano (1997)
738	Jackie Chan's First Strike (1996)
66	Godfather, The (1972)
566	Batman Returns (1992)
264	Birds, The (1963)
395	Bean (1997)
507	Alien: Resurrection (1997)
84	Devil's Own, The (1997)
308	Under Siege (1992)
374	Firm, The (1993)
190	Devil's Own, The (1997)
787	Prophecy II, The (1998)
207	As Good As It Gets (1997)
479	Last Man Standing (1996)
323	Star Trek: First Contact (1996)
244	Sleepless in Seattle (1993)
913	Aladdin (1992)
324	Dante's Peak (1997)
447	Clueless (1995)
108	Fly Away Home (1996)
862	Dances with Wolves (1990)
201	L.A. Confidential (1997)
825	Sabrina (1995)
864	Madness of King George, The (1994)
661	Empire Strikes Back, The (1980)
907	Con Air (1997)
433	Leaving Las Vegas (1995)
894	Antonia's Line (1995)
385	Being There (1979)
99	Some Folks Call It a Sling Blade (1993)
798	Richie Rich (1994)
695	Mrs. Dalloway (1997)
268	Supercop (1992)
526	Gattaca (1997)
189	Microcosmos: Le peuple de l'herbe (1996)
112	Peacemaker, The (1997)
919	Shining, The (1980)
13	Conspiracy Theory (1997)
527	Cyrano de Bergerac (1990)
121	Twister (1996)
833	Wag the Dog (1997)
805	Tombstone (1993)
144	Cop Land (1997)
592	Jungle2Jungle (1997)
5	Star Trek: Generations (1994)
74	Spawn (1997)
419	Raiders of the Lost Ark (1981)
655	Sling Blade (1996)
863	Scream (1996)
435	Beavis and Butt-head Do America (1996)
807	Tombstone (1993)
723	Saint, The (1997)
189	Cyrano de Bergerac (1990)
660	So I Married an Axe Murderer (1993)
846	Cool Hand Luke (1967)
405	In the Name of the Father (1993)
923	Executive Decision (1996)
303	Craft, The (1996)
826	Blade Runner (1982)
525	Independence Day (ID4) (1996)
215	Contact (1997)
268	Fish Called Wanda, A (1988)
648	Full Metal Jacket (1987)
867	Glory (1989)
551	William Shakespeare's Romeo and Juliet (1996)
109	Phantom, The (1996)
339	Down by Law (1986)
130	Chasing Amy (1997)
90	Chinatown (1974)
487	Face/Off (1997)
825	Scream (1996)
497	Relic, The (1997)
405	Blood For Dracula (Andy Warhol's Dracula) (1974)
230	Butch Cassidy and the Sundance Kid (1969)
96	When Harry Met Sally... (1989)
611	U Turn (1997)
365	Starship Troopers (1997)
429	Fog, The (1980)
423	Courage Under Fire (1996)
911	Diva (1981)
312	Othello (1995)
49	Clerks (1994)
137	True Lies (1994)
653	Brazil (1985)
327	Trees Lounge (1996)
178	Picture Perfect (1997)
938	Conspiracy Theory (1997)
936	Craft, The (1996)
775	Contact (1997)
898	Titanic (1997)
268	Clear and Present Danger (1994)
586	Client, The (1994)
709	Batman (1989)
824	Fly Away Home (1996)
490	Boot, Das (1981)
365	Trees Lounge (1996)
3	Sphere (1998)
194	Firm, The (1993)
64	Interview with the Vampire (1994)
406	That Thing You Do! (1996)
436	Casino (1995)
215	Monty Python and the Holy Grail (1974)
227	Mother (1996)
758	Hudsucker Proxy, The (1994)
346	Independence Day (ID4) (1996)
417	Mortal Kombat (1995)
200	Mission: Impossible (1996)
388	That Thing You Do! (1996)
18	Snow White and the Seven Dwarfs (1937)
533	It's My Party (1995)
203	Trainspotting (1996)
358	Clockwork Orange, A (1971)
181	MatchMaker, The (1997)
423	Jackal, The (1997)
416	Dead Poets Society (1989)
705	Shawshank Redemption, The (1994)
875	One Flew Over the Cuckoo's Nest (1975)
59	Mirror Has Two Faces, The (1996)
671	Return of the Jedi (1983)
280	Private Benjamin (1980)
495	2001: A Space Odyssey (1968)
273	Wag the Dog (1997)
646	George of the Jungle (1997)
23	Clueless (1995)
373	Pollyanna (1960)
903	Platoon (1986)
38	Tales from the Crypt Presents: Bordello of Blood (1996)
206	Good Will Hunting (1997)
638	Cool Hand Luke (1967)
28	Time to Kill, A (1996)
307	Psycho (1960)
910	Devil's Own, The (1997)
407	Speechless (1994)
401	Flubber (1997)
694	Around the World in 80 Days (1956)
328	Maverick (1994)
94	Omen, The (1976)
825	Dead Man Walking (1995)
320	Abyss, The (1989)
537	Blade Runner (1982)
796	Nick of Time (1995)
230	Seventh Seal, The (Sjunde inseglet, Det) (1957)
30	Top Gun (1986)
872	Jack (1996)
807	Star Trek: Generations (1994)
472	Pinocchio (1940)
301	Boot, Das (1981)
16	African Queen, The (1951)
373	Mrs. Doubtfire (1993)
836	Chinatown (1974)
244	Dave (1993)
27	Chasing Amy (1997)
227	Waiting for Guffman (1996)
666	Michael Collins (1996)
293	Old Yeller (1957)
214	Braveheart (1995)
846	Alien (1979)
939	Mirror Has Two Faces, The (1996)
551	Crossing Guard, The (1995)
26	Star Trek: First Contact (1996)
529	Full Monty, The (1997)
485	Devil's Own, The (1997)
405	NeverEnding Story III, The (1994)
279	Back to the Future (1985)
622	Jade (1995)
405	Man Who Would Be King, The (1975)
201	Kids (1995)
880	Arrival, The (1996)
243	Matilda (1996)
126	Deep Rising (1998)
701	Game, The (1997)
766	Nikita (La Femme Nikita) (1990)
316	Room with a View, A (1986)
436	What's Eating Gilbert Grape (1993)
276	Killing Zoe (1994)
426	Glory (1989)
354	It Happened One Night (1934)
226	Aliens (1986)
655	Con Air (1997)
32	Trainspotting (1996)
401	Empire Strikes Back, The (1980)
454	Emma (1996)
559	Fried Green Tomatoes (1991)
652	Terminator 2: Judgment Day (1991)
798	Fox and the Hound, The (1981)
201	Butch Cassidy and the Sundance Kid (1969)
442	True Romance (1993)
891	Sabrina (1995)
875	Cop Land (1997)
271	Strictly Ballroom (1992)
534	Murder at 1600 (1997)
360	English Patient, The (1996)
299	Burnt By the Sun (1994)
804	Amadeus (1984)
616	In & Out (1997)
577	Dead Poets Society (1989)
445	Thin Blue Line, The (1988)
536	Jumanji (1995)
592	Man Who Knew Too Little, The (1997)
405	Critical Care (1997)
208	Pulp Fiction (1994)
643	Wrong Trousers, The (1993)
323	Cop Land (1997)
598	Seven Years in Tibet (1997)
889	Contact (1997)
94	Raiders of the Lost Ark (1981)
59	Muriel's Wedding (1994)
20	Mr. Holland's Opus (1995)
393	Pete's Dragon (1977)
216	Six Degrees of Separation (1993)
308	Tin Men (1987)
476	Son in Law (1993)
561	Richard III (1995)
207	Titanic (1997)
287	Men in Black (1997)
96	Alien (1979)
389	To Be or Not to Be (1942)
712	It Could Happen to You (1994)
466	Big Lebowski, The (1998)
474	Manchurian Candidate, The (1962)
328	Shining, The (1980)
554	Mr. Holland's Opus (1995)
486	Citizen Ruth (1996)
496	Rosencrantz and Guildenstern Are Dead (1990)
655	Brothers in Trouble (1995)
773	To Kill a Mockingbird (1962)
617	M (1931)
433	Air Force One (1997)
655	Affair to Remember, An (1957)
56	Terminator, The (1984)
933	Natural Born Killers (1994)
19	Eve's Bayou (1997)
291	Love and a .45 (1994)
81	Tin Cup (1996)
682	Bulletproof (1996)
13	Sound of Music, The (1965)
222	Star Trek: Generations (1994)
339	Speed (1994)
239	Blade Runner (1982)
883	Serial Mom (1994)
848	It's a Wonderful Life (1946)
376	Truth About Cats & Dogs, The (1996)
43	Usual Suspects, The (1995)
25	Back to the Future (1985)
758	Spice World (1997)
677	Beautician and the Beast, The (1997)
880	Mystery Science Theater 3000: The Movie (1996)
180	Murder in the First (1995)
789	Tin Cup (1996)
453	Striptease (1996)
429	Like Water For Chocolate (Como agua para chocolate) (1992)
313	Thin Man, The (1934)
63	Broken Arrow (1996)
506	That Darn Cat! (1997)
275	Men in Black (1997)
537	Annie Hall (1977)
346	Field of Dreams (1989)
648	Ed Wood (1994)
703	Conspiracy Theory (1997)
445	Kingpin (1996)
714	Black Sheep (1996)
896	Long Kiss Goodnight, The (1996)
368	Nightmare on Elm Street, A (1984)
454	Sense and Sensibility (1995)
505	Pulp Fiction (1994)
592	Wizard of Oz, The (1939)
405	Don Juan DeMarco (1995)
826	Judgment Night (1993)
23	Babe (1995)
633	Clear and Present Danger (1994)
790	Beautiful Girls (1996)
933	Time to Kill, A (1996)
551	As Good As It Gets (1997)
224	White Squall (1996)
853	Fly Away Home (1996)
904	Strictly Ballroom (1992)
710	Braveheart (1995)
859	Marvin's Room (1996)
43	Little Women (1994)
664	Big Night (1996)
931	Fifth Element, The (1997)
421	Jaws (1975)
500	Tin Cup (1996)
42	Fantasia (1940)
835	Citizen Kane (1941)
54	Last Supper, The (1995)
211	Hunchback of Notre Dame, The (1996)
472	Ace Ventura: Pet Detective (1994)
591	Ed Wood (1994)
102	Alien (1979)
279	Chinatown (1974)
236	Broken Arrow (1996)
181	Before and After (1996)
464	G.I. Jane (1997)
416	Preacher's Wife, The (1996)
922	Mars Attacks! (1996)
85	Treasure of the Sierra Madre, The (1948)
264	Bonnie and Clyde (1967)
256	To Gillian on Her 37th Birthday (1996)
42	Mr. Holland's Opus (1995)
276	Bedknobs and Broomsticks (1971)
648	Forrest Gump (1994)
938	Face/Off (1997)
568	Godfather: Part II, The (1974)
814	Interview with the Vampire (1994)
493	Unforgettable (1996)
916	Akira (1988)
904	Sense and Sensibility (1995)
731	Spellbound (1945)
295	Star Wars (1977)
882	Dumbo (1941)
94	King of the Hill (1993)
867	Rear Window (1954)
883	Star Wars (1977)
523	Being There (1979)
588	Three Musketeers, The (1993)
417	Evil Dead II (1987)
188	Bullets Over Broadway (1994)
268	Richard III (1995)
919	Celluloid Closet, The (1995)
825	Chamber, The (1996)
779	Return of the Jedi (1983)
137	Cop Land (1997)
766	Bonnie and Clyde (1967)
303	Braveheart (1995)
712	Mary Poppins (1964)
458	Hoop Dreams (1994)
572	Mighty Aphrodite (1995)
203	Michael Collins (1996)
486	Sleepers (1996)
910	Evita (1996)
615	Ulee's Gold (1997)
94	Chasing Amy (1997)
389	Sabrina (1995)
405	War, The (1994)
940	Monty Python and the Holy Grail (1974)
896	Batman Returns (1992)
201	Amityville Horror, The (1979)
926	Devil's Own, The (1997)
546	Chain Reaction (1996)
210	Shining, The (1980)
234	Fish Called Wanda, A (1988)
637	Twelve Monkeys (1995)
660	Aladdin (1992)
846	Dial M for Murder (1954)
216	Ed Wood (1994)
52	L.A. Confidential (1997)
659	Sex, Lies, and Videotape (1989)
682	Heathers (1989)
429	Romeo Is Bleeding (1993)
3	Wag the Dog (1997)
1	Kull the Conqueror (1997)
101	Twelve Monkeys (1995)
711	Silence of the Lambs, The (1991)
567	Piano, The (1993)
334	Raiders of the Lost Ark (1981)
605	Big Night (1996)
887	Apollo 13 (1995)
489	Kiss the Girls (1997)
62	Angels and Insects (1995)
207	Gandhi (1982)
425	Platoon (1986)
882	Empire Strikes Back, The (1980)
284	Smile Like Yours, A (1997)
880	Clueless (1995)
690	Striptease (1996)
804	2001: A Space Odyssey (1968)
393	Star Trek: First Contact (1996)
269	Brazil (1985)
308	Clockwork Orange, A (1971)
883	Forget Paris (1995)
387	Richard III (1995)
14	M*A*S*H (1970)
442	Star Trek: The Wrath of Khan (1982)
764	Heat (1995)
345	Toy Story (1995)
194	Sound of Music, The (1965)
919	Amistad (1997)
537	Everyone Says I Love You (1996)
773	Shall We Dance? (1996)
20	Ghost and the Darkness, The (1996)
880	Emma (1996)
424	Godfather, The (1972)
64	Contact (1997)
537	Circle of Friends (1995)
648	Silence of the Lambs, The (1991)
92	Mary Reilly (1996)
311	Batman Returns (1992)
407	Full Metal Jacket (1987)
435	Candyman (1992)
271	Return of the Jedi (1983)
663	Four Rooms (1995)
272	Babe (1995)
671	Jerry Maguire (1996)
450	Abyss, The (1989)
528	Mrs. Doubtfire (1993)
82	Fugitive, The (1993)
645	Butch Cassidy and the Sundance Kid (1969)
139	Nénette et Boni (1996)
823	Aladdin (1992)
413	Devil's Own, The (1997)
131	Ulee's Gold (1997)
347	Conspiracy Theory (1997)
256	Scream (1996)
457	Road to Wellville, The (1994)
59	Nightmare Before Christmas, The (1993)
493	Rock, The (1996)
576	Star Wars (1977)
42	Adventures of Robin Hood, The (1938)
405	2001: A Space Odyssey (1968)
577	I.Q. (1994)
239	Nikita (La Femme Nikita) (1990)
716	Birds, The (1963)
440	Tomorrow Never Dies (1997)
893	Mars Attacks! (1996)
271	Apollo 13 (1995)
385	Doors, The (1991)
612	Twelve Monkeys (1995)
44	Snow White and the Seven Dwarfs (1937)
232	Kundun (1997)
664	My Favorite Year (1982)
689	Fifth Element, The (1997)
442	Back to the Future (1985)
453	Sneakers (1992)
561	To Die For (1995)
724	Mimic (1997)
886	Fish Called Wanda, A (1988)
481	Remains of the Day, The (1993)
498	Scream (1996)
862	Forrest Gump (1994)
878	Barcelona (1994)
560	Eraser (1996)
587	English Patient, The (1996)
222	French Kiss (1995)
313	Cat on a Hot Tin Roof (1958)
864	Victor/Victoria (1982)
881	Jungle Book, The (1994)
195	Ed Wood (1994)
29	Chasing Amy (1997)
561	Casino (1995)
683	Spawn (1997)
399	Sabrina (1995)
450	Dolores Claiborne (1994)
221	From Dusk Till Dawn (1996)
618	Rob Roy (1995)
625	One Flew Over the Cuckoo's Nest (1975)
393	Coneheads (1993)
181	Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
405	Farinelli: il castrato (1994)
328	What's Eating Gilbert Grape (1993)
336	Thin Line Between Love and Hate, A (1996)
663	That Thing You Do! (1996)
556	L.A. Confidential (1997)
292	Alien 3 (1992)
450	Strictly Ballroom (1992)
560	Monty Python and the Holy Grail (1974)
328	Cop Land (1997)
157	Long Kiss Goodnight, The (1996)
920	Good Will Hunting (1997)
729	Air Force One (1997)
597	G.I. Jane (1997)
537	Mr. Smith Goes to Washington (1939)
414	Seven Years in Tibet (1997)
869	Face/Off (1997)
510	G.I. Jane (1997)
305	Philadelphia (1993)
933	Terminator 2: Judgment Day (1991)
66	Liar Liar (1997)
235	Firestorm (1998)
393	Wishmaster (1997)
864	Better Off Dead... (1985)
683	Red Corner (1997)
151	Love in the Afternoon (1957)
894	Enchanted April (1991)
754	Michael Collins (1996)
759	Primal Fear (1996)
393	20,000 Leagues Under the Sea (1954)
455	Jumanji (1995)
311	Quick and the Dead, The (1995)
398	Crimson Tide (1995)
684	Casablanca (1942)
451	Air Bud (1997)
788	Die Hard (1988)
731	My Fair Lady (1964)
916	Bitter Moon (1992)
495	Body Snatchers (1993)
345	Volcano (1997)
345	Ransom (1996)
435	101 Dalmatians (1996)
655	Nénette et Boni (1996)
859	Bio-Dome (1996)
392	Third Man, The (1949)
383	Casablanca (1942)
269	Bananas (1971)
94	Under Siege (1992)
640	Last Action Hero (1993)
145	Pretty Woman (1990)
141	Soul Food (1997)
676	Fifth Element, The (1997)
416	Cop Land (1997)
894	She's So Lovely (1997)
416	Chasing Amy (1997)
578	Air Force One (1997)
250	Booty Call (1997)
896	Age of Innocence, The (1993)
429	Basketball Diaries, The (1995)
339	Love Bug, The (1969)
905	Fargo (1996)
328	Abyss, The (1989)
116	Sphere (1998)
521	Maverick (1994)
536	Terminator 2: Judgment Day (1991)
718	Space Jam (1996)
542	Snow White and the Seven Dwarfs (1937)
94	Birdcage, The (1996)
535	Shawshank Redemption, The (1994)
712	Powder (1995)
537	Duck Soup (1933)
456	One Flew Over the Cuckoo's Nest (1975)
109	Home Alone (1990)
497	When Harry Met Sally... (1989)
922	Empire Strikes Back, The (1980)
114	Clockwork Orange, A (1971)
868	To Kill a Mockingbird (1962)
56	Star Trek: The Wrath of Khan (1982)
266	Crucible, The (1996)
189	Apocalypse Now (1979)
600	Judge Dredd (1995)
64	It's a Wonderful Life (1946)
533	Maltese Falcon, The (1941)
787	Mrs. Brown (Her Majesty, Mrs. Brown) (1997)
122	Exotica (1994)
244	Mars Attacks! (1996)
916	Arrival, The (1996)
271	Mulholland Falls (1996)
782	Underworld (1997)
508	Philadelphia (1993)
58	North by Northwest (1959)
715	2001: A Space Odyssey (1968)
238	That Thing You Do! (1996)
296	Good Will Hunting (1997)
553	Forbidden Planet (1956)
721	Desperate Measures (1998)
394	Silence of the Lambs, The (1991)
189	Blade Runner (1982)
790	Days of Thunder (1990)
936	Hotel de Love (1996)
478	Forget Paris (1995)
141	Fierce Creatures (1997)
616	Titanic (1997)
650	Day the Earth Stood Still, The (1951)
855	Three Colors: Blue (1993)
807	Escape from New York (1981)
10	Gandhi (1982)
605	Donnie Brasco (1997)
807	Secret Garden, The (1993)
776	Murder, My Sweet (1944)
40	Alien: Resurrection (1997)
774	Monty Python and the Holy Grail (1974)
870	Once Upon a Time in the West (1969)
870	Heat (1995)
715	Maverick (1994)
707	Death and the Maiden (1994)
909	Jean de Florette (1986)
257	Manon of the Spring (Manon des sources) (1986)
711	Raising Arizona (1987)
635	L.A. Confidential (1997)
653	Jade (1995)
435	True Lies (1994)
235	Much Ado About Nothing (1993)
22	Waterworld (1995)
181	1-900 (1994)
788	Some Like It Hot (1959)
637	Liar Liar (1997)
250	Crash (1996)
7	Old Yeller (1957)
79	Star Wars (1977)
429	Wallace & Gromit: The Best of Aardman Animation (1996)
181	Lover's Knot (1996)
41	When Harry Met Sally... (1989)
768	Men in Black (1997)
486	Crash (1996)
896	When Harry Met Sally... (1989)
833	Demolition Man (1993)
295	Full Metal Jacket (1987)
868	Pretty Woman (1990)
704	Treasure of the Sierra Madre, The (1948)
877	Grease (1978)
14	Being There (1979)
1	Sgt. Bilko (1996)
608	In the Company of Men (1997)
367	Game, The (1997)
684	Independence Day (ID4) (1996)
499	Life Less Ordinary, A (1997)
234	Wizard of Oz, The (1939)
18	Forbidden Planet (1956)
226	Raiders of the Lost Ark (1981)
224	Client, The (1994)
59	Conan the Barbarian (1981)
151	Gay Divorcee, The (1934)
187	Arsenic and Old Lace (1944)
881	Father of the Bride Part II (1995)
745	Bob Roberts (1992)
640	Swingers (1996)
83	Crimson Tide (1995)
466	Lost Highway (1997)
851	Shadow Conspiracy (1997)
158	Getaway, The (1994)
886	Kids in the Hall: Brain Candy (1996)
326	Candidate, The (1972)
379	Much Ado About Nothing (1993)
417	Pump Up the Volume (1990)
385	Heavenly Creatures (1994)
296	Some Like It Hot (1959)
125	People vs. Larry Flynt, The (1996)
269	Dial M for Murder (1954)
115	Full Monty, The (1997)
782	Mouse Hunt (1997)
642	Wyatt Earp (1994)
615	Trainspotting (1996)
646	Fly Away Home (1996)
293	Lone Star (1996)
788	Eraser (1996)
137	Empire Strikes Back, The (1980)
521	Terminator 2: Judgment Day (1991)
146	Deconstructing Harry (1997)
378	Stargate (1994)
232	Wizard of Oz, The (1939)
269	Some Like It Hot (1959)
334	Microcosmos: Le peuple de l'herbe (1996)
290	Dead Poets Society (1989)
85	Cop Land (1997)
586	First Knight (1995)
452	2001: A Space Odyssey (1968)
508	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
209	Fly Away Home (1996)
405	Enfer, L' (1994)
796	Nikita (La Femme Nikita) (1990)
701	Star Wars (1977)
698	Die Hard (1988)
567	Lost Horizon (1937)
677	Beavis and Butt-head Do America (1996)
75	Dante's Peak (1997)
751	Princess Bride, The (1987)
295	Star Trek: The Wrath of Khan (1982)
648	Terminator 2: Judgment Day (1991)
405	Nadja (1994)
233	Secret Garden, The (1993)
943	Back to the Future (1985)
387	Oliver & Company (1988)
109	Field of Dreams (1989)
60	To Kill a Mockingbird (1962)
152	Gone with the Wind (1939)
833	Forbidden Planet (1956)
